feedback_id,date,feedback,source,cleaned_text,sentiment,sentiment_score,sentiment_confidence,topics,keywords,emotion,aspect_sentiments,severity,severity_reason,priority,priority_score,priority_reason,department,department_reason,impact_level,impact_reason,action,action_reason,recommendation,recommendation_reason,suggested_next_step,recommendation_status,validation_status
FB0463,2026-06-26,response time needs improvement,Student Portal,response time needs improvement,Negative,0.9974,0.9974,"[""Response Time"", ""Improved""]","[""response time"", ""improvement""]",Frustration,"[{""aspect"": ""Response Time"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0492,2026-06-26,not enough companies are coming :/,Student Portal,not enough companies are coming :/,Negative,0.9964,0.9964,"[""Companies""]","[""companies""]",Frustration,"[{""aspect"": ""Companies Coming"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Placement Cell,Matched the analyzed topic/keyword 'companies' to Placement Cell.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Placement Cell department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Placement Cell to review the feedback and complete the create task action.,FALLBACK,VALID
FB0516,2026-06-26,teacher explains concepts in a simple way yaar,Course Feedback,teacher explains concepts in a simple way yaar,Positive,0.9956,0.9956,"[""Teacher Explains Concepts"", ""Simple Way""]","[""teacher explains concepts"", ""simple way""]",Satisfaction,"[{""aspect"": ""Teacher Explains"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0856,2026-06-26,books are pretty useful,Suggestion Box,books are pretty useful,Positive,0.999,0.999,"[""Pretty Useful"", ""Books""]","[""pretty useful"", ""books""]",Satisfaction,"[{""aspect"": ""Books Pretty"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0988,2026-06-26,some equipment is outdated :/,Suggestion Box,some equipment is outdated :/,Negative,0.9998,0.9998,"[""Equipment""]","[""outdated"", ""equipment""]",Frustration,"[{""aspect"": ""Some Equipment"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0034,2026-06-27,packages could be better,WhatsApp Feedback,packages could be better,Negative,0.9949,0.9949,"[""Packages""]","[""packages""]",Frustration,"[{""aspect"": ""Packages"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0369,2026-06-27,canteen needs more seating bhai,WhatsApp Feedback,canteen needs more seating bhai,Negative,0.9973,0.9973,"[""More Seating Bhai"", ""Canteen""]","[""more seating bhai"", ""canteen""]",Frustration,"[{""aspect"": ""Canteen Needs"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'canteen' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0512,2026-06-27,classes feel rushed before exams imo,Complaint,classes feel rushed before exams imo,Negative,0.9993,0.9993,"[""Rushed Before Exams"", ""Class""]","[""rushed before exams"", ""classes""]",Frustration,"[{""aspect"": ""Classes Feel"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'class' to Academic Affairs.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Academic Affairs to review the feedback and complete the create task action.,FALLBACK,VALID
FB0570,2026-06-27,portion size is too small,Course Feedback,portion size is too small,Negative,0.999,0.999,"[""Portion Size"", ""Small""]","[""portion size"", ""small""]",Frustration,"[{""aspect"": ""Portion Size"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0610,2026-06-27,washrooms need better maintenance,Student Portal,washrooms need better maintenance,Negative,0.9985,0.9985,"[""Washrooms""]","[""washrooms"", ""maintenance""]",Frustration,"[{""aspect"": ""Washrooms"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'washroom' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0810,2026-06-27,network dies during online tests,Student Portal,network dies during online tests,Negative,0.9998,0.9998,"[""Online Tests"", ""Network""]","[""network dies"", ""online tests""]",Frustration,"[{""aspect"": ""Network"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'network' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0867,2026-06-27,new wi fi setup seems better btw,Student Portal,new wi fi setup seems better btw,Negative,0.9964,0.9964,"[""New Wi Fi"", ""Wifi Setup Seems""]","[""new wi fi"", ""wi fi setup"", ""fi setup seems"", ""btw""]",Frustration,"[{""aspect"": ""New Wi"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0118,2026-06-28,some equipment is outdated,Suggestion Box,some equipment is outdated,Negative,0.9998,0.9998,"[""Equipment""]","[""outdated"", ""equipment""]",Frustration,"[{""aspect"": ""Some Equipment"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0168,2026-06-28,lab building needs maintenance tbh...,WhatsApp Feedback,lab building needs maintenance tbh...,Negative,0.9981,0.9981,"[""Lab Building""]","[""lab building"", ""maintenance""]",Frustration,"[{""aspect"": ""Lab Building"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'maintenance' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0260,2026-06-28,maam takes forever to reply on mail bhai,Suggestion Box,maam takes forever to reply on mail bhai,Negative,0.9945,0.9945,"[""Maam Takes Forever"", ""Mail Bhai""]","[""maam takes forever"", ""mail bhai"", ""reply""]",Frustration,"[{""aspect"": ""Maam Takes"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0283,2026-06-28,classroom ac is broken again,Suggestion Box,classroom ac is broken again,Negative,0.9987,0.9987,"[""Broken Again"", ""Honestly Classroom Ac""]","[""broken again"", ""classroom ac""]",Frustration,"[{""aspect"": ""Classroom Ac"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0427,2026-06-28,"washrooms need better maintenance, but honestly wifi is fine in library but bad in classrooms.",Course Feedback,"washrooms need better maintenance, but honestly wifi is fine in library but bad in classrooms.",Mixed,0.9957,0.9957,"[""Honestly Wifi"", ""New Classrooms""]","[""honestly wifi"", ""classrooms"", ""washrooms"", ""maintenance"", ""library""]",Concern,"[{""aspect"": ""Washrooms"", ""sentiment"": ""Negative""}, {""aspect"": ""Honestly Wifi"", ""sentiment"": ""Positive""}, {""aspect"": ""Classrooms"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0430,2026-06-28,administration handled it well tbh,Student Portal,administration handled it well tbh,Positive,0.8299,0.8299,"[""Administration Handled""]","[""administration handled""]",Joy,"[{""aspect"": ""Administration Handled"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0943,2026-06-28,timings should be extended please look into this,Suggestion Box,timings should be extended please look into this,Positive,0.9942,0.9942,"[""Extended"", ""Timings""]","[""extended"", ""timings""]",Joy,"[{""aspect"": ""Timings Should"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1039,2026-06-28,campus wifi is actually decent thoda improve karo btw,WhatsApp Feedback,campus wifi is actually decent thoda improve karo btw,Positive,0.9925,0.9925,"[""Karo"", ""Campus Wifi""]","[""karo btw"", ""campus wifi"", ""thoda""]",Satisfaction,"[{""aspect"": ""Campus Wifi"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the IT department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask IT to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1180,2026-06-28,lab is well maintained,Complaint,lab is well maintained,Positive,0.9998,0.9998,"[""Maintained"", ""Lab""]","[""maintained"", ""lab""]",Joy,"[{""aspect"": ""Lab Well"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0208,2026-06-29,wifi in block B barely works tbh,Student Portal,wifi in block B barely works tbh,Negative,0.9997,0.9997,"[""Block"", ""Wifi""]","[""block barely"", ""wifi""]",Frustration,"[{""aspect"": ""Wifi Block"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0216,2026-06-29,lab computers are extremely slow tbh,Complaint,lab computers are extremely slow tbh,Negative,0.9988,0.9988,"[""Lab Computers""]","[""lab computers"", ""slow""]",Frustration,"[{""aspect"": ""Lab Computers"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'computer' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0267,2026-06-29,teacher explains concepts in a simple way :/,Survey,teacher explains concepts in a simple way :/,Positive,0.9982,0.9982,"[""Teacher Explains Concepts"", ""Simple Way""]","[""teacher explains concepts"", ""simple way""]",Frustration,"[{""aspect"": ""Teacher Explains"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0280,2026-06-29,overall manageable,Complaint,overall manageable,Positive,0.9998,0.9998,"[""Overall Manageable""]","[""overall manageable""]",Joy,"[{""aspect"": ""Overall Manageable"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0402,2026-06-29,maam takes forever to reply on mail,Student Portal,maam takes forever to reply on mail,Negative,0.9972,0.9972,"[""Maam Takes Forever"", ""Reply""]","[""maam takes forever"", ""reply"", ""mail""]",Frustration,"[{""aspect"": ""Maam Takes"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0421,2026-06-29,wifi is fine in library but bad in classrooms tbh,Survey,wifi is fine in library but bad in classrooms tbh,Mixed,0.9971,0.9971,"[""New Classrooms"", ""Library""]","[""classrooms"", ""library"", ""wifi""]",Concern,"[{""aspect"": ""Wifi Library"", ""sentiment"": ""Positive""}, {""aspect"": ""Classrooms"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0455,2026-06-29,"good experience with wifi is fine in library but bad in classrooms, bad experience with some equipment is outdated",Complaint,"good experience with wifi is fine in library but bad in classrooms, bad experience with some equipment is outdated",Mixed,0.9995,0.9995,"[""Experience"", ""New Classrooms""]","[""experience"", ""classrooms"", ""outdated"", ""equipment"", ""library""]",Concern,"[{""aspect"": ""Experience Wifi"", ""sentiment"": ""Positive""}, {""aspect"": ""Classrooms Experience Some Equipment"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0617,2026-06-29,internet is painfully slow in the evening,Course Feedback,internet is painfully slow in the evening,Negative,0.9988,0.9988,"[""Evening"", ""Internet""]","[""evening"", ""internet"", ""slow""]",Frustration,"[{""aspect"": ""Internet Painfully"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'internet' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0793,2026-06-29,placement cell is doing a good job tbh,Student Portal,placement cell is doing a good job tbh,Positive,0.9984,0.9984,"[""Placement Cell"", ""Doing""]","[""placement cell"", ""doing"", ""job""]",Satisfaction,"[{""aspect"": ""Placement Cell"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0846,2026-06-29,not enough seats during exams :/,Suggestion Box,not enough seats during exams :/,Negative,0.9987,0.9987,"[""Seats"", ""Exams""]","[""seats"", ""exams""]",Frustration,"[{""aspect"": ""Seats During Exams"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0883,2026-06-29,"lab assistants are helpful, but honestly sir is good but lectures go too fast. :/",Suggestion Box,"lab assistants are helpful, but honestly sir is good but lectures go too fast. :/",Negative,0.9928,0.9928,"[""Honestly Sir"", ""Lab Assistants""]","[""honestly sir"", ""lab assistants"", ""lectures""]",Frustration,"[{""aspect"": ""Lab Assistants"", ""sentiment"": ""Positive""}, {""aspect"": ""Honestly Sir"", ""sentiment"": ""Positive""}, {""aspect"": ""Lectures Go"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0944,2026-06-29,network dies during online tests,WhatsApp Feedback,network dies during online tests,Negative,0.9998,0.9998,"[""Online Tests"", ""Network""]","[""network dies"", ""online tests""]",Frustration,"[{""aspect"": ""Network"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'network' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0958,2026-06-29,staff was helpful with my request,Survey,staff was helpful with my request,Positive,0.9954,0.9954,"[""My Request"", ""Staff""]","[""my request"", ""staff""]",Joy,"[{""aspect"": ""Staff Helpful"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1036,2026-06-29,good support for resumes :/,Suggestion Box,good support for resumes :/,Positive,0.9989,0.9989,"[""Support"", ""Resumes""]","[""support"", ""resumes""]",Frustration,"[{""aspect"": ""Support Resumes"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0281,2026-06-30,"chai is good lol, but honestly staff was helpful with my request.",Complaint,"chai is good lol, but honestly staff was helpful with my request.",Positive,0.999,0.999,"[""My Request"", ""Honestly Staff""]","[""my request"", ""honestly staff"", ""chai""]",Satisfaction,"[{""aspect"": ""Chai"", ""sentiment"": ""Positive""}, {""aspect"": ""Honestly Staff"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0302,2026-06-30,teacher explains concepts in a simple way tbh...,WhatsApp Feedback,teacher explains concepts in a simple way tbh...,Negative,0.9029,0.9029,"[""Teacher Explains Concepts"", ""Simple Way""]","[""teacher explains concepts"", ""simple way""]",Frustration,"[{""aspect"": ""Teacher Explains"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
